row ID	IDs	Majority IDs	names	Gene names	logFc	Pval
Row235	O14776;Q5VWI1	O14776	Transcription elongation regulator 1	TCERG1	-0.7880109686945644	0.01729192622133375
Row236	O14787	O14787	Transportin-2	TNPO2	0.0872469280358672	0.9463072776612539
Row237	O14818;Q8TAA3	O14818	Proteasome subunit alpha type-7	PSMA7	-0.43536788845470653	0.033200388581264534
Row238	O14828	O14828	Secretory carrier-associated membrane protein 3	SCAMP3	-0.8739061416260867	0.051439661724249006
Row239	O14874	O14874	[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial	BCKDK	1.6800275420649982	0.07592227239844271
Row240	O14925;Q5SRD1	O14925;Q5SRD1	Mitochondrial import inner membrane translocase subunit Tim23;Putative mitochondrial import inner membrane translocase subunit Tim23B	TIMM23;TIMM23B	-0.5715067765773618	0.0725784593841619
Row241	O14929;REV__Q7LFX5	O14929	Histone acetyltransferase type B catalytic subunit	HAT1	-0.49862037037790685	0.14429850058784172
Row242	O14933	O14933	Ubiquitin/ISG15-conjugating enzyme E2 L6	UBE2L6	-0.886752164851945	0.008396319170572328
Row243	O14949	O14949	Cytochrome b-c1 complex subunit 8	UQCRQ	-0.8742449704381166	0.01684260808957101
Row244	O14950;P24844	O14950;P24844	Myosin regulatory light chain 12B;Myosin regulatory light polypeptide 9	MYL12B;MYL9	NA	NA
Row245	O14964	O14964	Hepatocyte growth factor-regulated tyrosine kinase substrate	HGS	-1.5241366882596132	0.023701481685295647
Row246	O14966	O14966	Ras-related protein Rab-7L1	RAB29	NA	NA
Row247	O14974	O14974	Protein phosphatase 1 regulatory subunit 12A	PPP1R12A	NA	NA
Row248	O14976	O14976	Cyclin-G-associated kinase	GAK	NA	NA
Row249	O14979	O14979	Heterogeneous nuclear ribonucleoprotein D-like	HNRNPDL	-0.39408998572396925	0.024444833245840333
Row250	O14980	O14980	Exportin-1	XPO1	-0.7422654495245453	0.0034491022095560165
Row251	O14981	O14981	TATA-binding protein-associated factor 172	BTAF1	NA	NA
Row252	O15027	O15027	Protein transport protein Sec16A	SEC16A	-1.472742930282255	0.0040849335492094884
Row253	O15042	O15042	U2 snRNP-associated SURP motif-containing protein	U2SURP	-1.032911827405922	0.009649017639590633
Row254	O15067	O15067	Phosphoribosylformylglycinamidine synthase	PFAS	-0.7651896431604364	0.27032583426639806
Row255	O15091	O15091	Mitochondrial ribonuclease P protein 3	KIAA0391	NA	NA
Row256	O15111;O14920	O15111	Inhibitor of nuclear factor kappa-B kinase subunit alpha	CHUK	NA	NA
Row257	O15116	O15116	U6 snRNA-associated Sm-like protein LSm1	LSM1	0.18142329175911343	0.5789907479976956
Row258	O15126	O15126	Secretory carrier-associated membrane protein 1	SCAMP1	NA	NA
Row259	O15127	O15127	Secretory carrier-associated membrane protein 2	SCAMP2	-0.024059275215698506	0.9692924728355936
Row260	O15143	O15143	Actin-related protein 2/3 complex subunit 1B	ARPC1B	-0.40954843833043597	0.03178401798437186
Row261	O15144;Q0V7U7	O15144	Actin-related protein 2/3 complex subunit 2	ARPC2	-0.5096560360459854	0.015778966132414404
Row262	O15145	O15145	Actin-related protein 2/3 complex subunit 3	ARPC3	-0.20526616668019315	0.3386760599447805
Row263	O15155	O15155	BET1 homolog	BET1	-0.11803245862857281	0.783566665742965
Row264	O15160	O15160	DNA-directed RNA polymerases I and III subunit RPAC1	POLR1C	0.002738155514073526	0.9988886833207827
Row265	O15162	O15162	Phospholipid scramblase 1	PLSCR1	NA	NA
Row266	O15173	O15173	Membrane-associated progesterone receptor component 2	PGRMC2	0.08120425807245013	0.6489119949894606
Row267	P84022;Q15796;O15198;Q99717;Q15797	P84022;Q15796;O15198;Q99717;Q15797	Mothers against decapentaplegic homolog 3;Mothers against decapentaplegic homolog 2;Mothers against decapentaplegic homolog 9;Mothers against decapentaplegic homolog 5;Mothers against decapentaplegic homolog 1	SMAD3;SMAD2;SMAD9;SMAD5;SMAD1	NA	NA
Row268	O15212	O15212	Prefoldin subunit 6	PFDN6	-0.6569513868289363	0.02595290154379228
Row269	O15213	O15213	WD repeat-containing protein 46	WDR46	-0.6750519762588141	0.3439984435654903
Row270	O15226	O15226	NF-kappa-B-repressing factor	NKRF	-0.7558817274273189	0.2986251100629666
Row271	O15260	O15260	Surfeit locus protein 4	SURF4	-0.3075845820608194	0.3645424487400716
Row272	O15269	O15269	Serine palmitoyltransferase 1	SPTLC1	-0.6943654651801445	0.292205196321787
Row273	O15270	O15270	Serine palmitoyltransferase 2	SPTLC2	NA	NA
Row274	O15294	O15294	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit	OGT	-1.127042543510953	0.292205196321787
Row275	O15305	O15305	Phosphomannomutase 2	PMM2	-1.4634309952963882	0.03082081910824079
Row276	O15347	O15347	High mobility group protein B3	HMGB3	-0.5378947521413018	0.036575611962812116
Row277	O15355	O15355	Protein phosphatase 1G	PPM1G	-0.8119493886808549	0.005199680501090423
Row278	O15371	O15371	Eukaryotic translation initiation factor 3 subunit D	EIF3D	-0.5366155185734129	0.009252263626732144
Row279	O15372	O15372	Eukaryotic translation initiation factor 3 subunit H	EIF3H	-1.0990900979726277	0.00779031382163052
Row280	O15381	O15381	Nuclear valosin-containing protein-like	NVL	NA	NA
Row281	O15382	O15382	Branched-chain-amino-acid aminotransferase, mitochondrial	BCAT2	-2.4426985940394736	0.06087178187111864
Row282	O15397	O15397	Importin-8	IPO8	-1.1027339590170264	0.22159025337943233
Row283	O15400	O15400	Syntaxin-7	STX7	-1.2554887644763326	0.05618993058143318
Row284	O15446	O15446	DNA-directed RNA polymerase I subunit RPA34	CD3EAP	-1.2251094792275907	0.14469990271748503
Row285	O15479	O15479	Melanoma-associated antigen B2	MAGEB2	NA	NA
Row286	O15498	O15498	Synaptobrevin homolog YKT6	YKT6	0.10077282729825399	0.4732861248874281
Row287	O15511	O15511	Actin-related protein 2/3 complex subunit 5	ARPC5	-0.40230268135841385	0.0469324473752602
Row288	O15514	O15514	DNA-directed RNA polymerase II subunit RPB4	POLR2D	NA	NA
Row289	O15533	O15533	Tapasin	TAPBP	-0.6699610316444868	0.006574941000737185
Row290	O22126	O22126	Fasciclin-like arabinogalactan protein 8	FLA8	3.572495662450592	9.347891599396003E-5
Row291	O22149;O81415	O22149	Probable pectinesterase/pectinesterase inhibitor 17;Pectinesterase inhibitor 17;Pectinesterase 17	PME17	NA	NA
Row292	O22173;O64380;Q05196	O22173	Polyadenylate-binding protein 4	PAB4	NA	NA
Row293	O22203	O22203	Cytochrome P450 98A3	CYP98A3	NA	NA
Row294	O22263	O22263	Protein disulfide-isomerase like 2-1	PDIL2-1	5.000521905752567	8.468040045899741E-4
Row295	O22287;Q9M2S0	O22287;Q9M2S0	Mannose-1-phosphate guanylyltransferase 1;Probable mannose-1-phosphate guanylyltransferase 2	CYT1	2.1290990974333646	0.013340988696308582
Row296	O22607	O22607	WD-40 repeat-containing protein MSI4	MSI4	NA	NA
Row297	O22609	O22609	Protease Do-like 1, chloroplastic	DEGP1	NA	NA
Row298	O22666	O22666	UDP-arabinopyranose mutase 3	RGP3	NA	NA
Row299	O22788	O22788	Probable peroxygenase 3	PXG3	4.009455156877976	4.808903663029062E-5
Row300	O22832;Q9LF04;Q9LF05;Q9M880;Q9M881	O22832	Acyl-[acyl-carrier-protein] desaturase 7, chloroplastic	FAB2	-1.7592597909101286	0.04823643015377274
Row301	O22860	O22860	60S ribosomal protein L38	RPL38A	3.135748675509184	0.00101313113245352
Row302	O22870	O22870	Peptidyl-prolyl cis-trans isomerase FKBP16-3, chloroplastic	FKBP16-3	-0.8418137880880749	0.005563149868378438
Row303	O22886	O22886	Uroporphyrinogen decarboxylase 2, chloroplastic	HEME2	2.2214858602178644	0.0029189776755129113
Row304	O22898	O22898	Long chain acyl-CoA synthetase 1	LACS1	NA	NA
Row305	O22914	O22914	Calvin cycle protein CP12-1, chloroplastic	CP12-1	2.6699379581318503	0.0020290719683884236
Row306	O22957;Q8GXH2	O22957;Q8GXH2	NA	At2g34040	NA	NA
Row307	O22960	O22960	Protein trichome birefringence-like 37	TBL37	0.6885853597676928	0.015739773110230622
Row308	O22978	O22978	NA	T19F6.7	NA	NA
Row309	O23006	O23006	LysM domain-containing GPI-anchored protein 2	LYM2	NA	NA
Row310	O23016	O23016	Probable voltage-gated potassium channel subunit beta	KAB1	NA	NA
Row311	O23018	O23018	NA	T1G11.8	NA	NA
Row312	O23044	O23044	Peroxidase 3	PER3	3.618331787706982	0.004110971568779152
Row313	O23049;A0A1B0GTQ1;P10635;A0A087X1C5	O23049	50S ribosomal protein L6, chloroplastic	RPL6	4.755150896772943	3.000058698702808E-5
Row314	O23138;Q9T0G2	O23138;Q9T0G2	Cytochrome c-1;Cytochrome c-2	CYTC-1;CYTC-2	NA	NA
Row315	O23144	O23144	Proton pump-interactor 1	PPI1	NA	NA
Row316	O23166	O23166	Thioredoxin-like protein HCF164, chloroplastic	HCF164	NA	NA
Row317	O23247;Q9C713	O23247;Q9C713	NA	T25K17.110;F28G11.14	NA	NA
Row318	O23254;Q9SVM4	O23254	Serine hydroxymethyltransferase 4	SHM4	4.822655912136149	3.2073030523361036E-5
Row319	O23255	O23255	Adenosylhomocysteinase 1	SAHH1	3.108108761351847	3.206109672602849E-5
Row320	O23264;A0A1I9LTQ7;Q9LK38	O23264	Selenium-binding protein 1	SBP1	NA	NA
Row321	O23404	O23404	Pyruvate, phosphate dikinase 1, chloroplastic	PPDK	NA	NA
Row322	O23426	O23426	NA	dl3915c	NA	NA
Row323	O23461	O23461	L-arabinokinase	ARA1	NA	NA
Row324	O23514	O23514	NA	dl4380w	-0.5255696970223518	0.012244395759244468
Row325	Q8VYF1;O23515	Q8VYF1;O23515	60S ribosomal protein L15-2;60S ribosomal protein L15-1	RPL15B;RPL15A	NA	NA
Row326	O23522	O23522	Phospholipase A1-Ibeta2, chloroplastic	NA	2.752596243195491	0.00127896173542733
Row327	O23627;F4J376	O23627	Glycine--tRNA ligase 1, mitochondrial	GLYRS-1	NA	NA
Row328	Q9SII0;O23628;Q9T0H7	Q9SII0;O23628;Q9T0H7	Probable histone H2A variant 2;Histone H2A variant 1;Histone H2A.8	H2AV	NA	NA
Row329	O23647	O23647	1,4-alpha-glucan-branching enzyme 2-1, chloroplastic/amyloplastic	SBE2.1	NA	NA
Row330	O23654	O23654	V-type proton ATPase catalytic subunit A	VHA-A	3.4963448863149154	1.7611807246842483E-5
Row331	O23657;O49841	O23657	Ras-related protein RABC1	RABC1	0.6504887264032853	0.0551770806848894
Row332	Q8L4A7;O23708	Q8L4A7;O23708	Proteasome subunit alpha type-2-B;Proteasome subunit alpha type-2-A	PAB2;PAB1	3.904173614199891	0.0030927574723045056
Row333	O23710;Q7DLS1	O23710;Q7DLS1	Proteasome subunit beta type-7-A;Proteasome subunit beta type-7-B	PBB1;PBB2	NA	NA
Row334	O23712;P34066	O23712;P34066	Proteasome subunit alpha type-1-B;Proteasome subunit alpha type-1-A	PAF2;PAF1	NA	NA
Row335	O23715	O23715	Proteasome subunit alpha type-3	PAG1	NA	NA
Row336	O23717;Q9LIP2	O23717;Q9LIP2	Proteasome subunit beta type-5-A;Proteasome subunit beta type-5-B	PBE1;PBE2	NA	NA
Row337	O24412;Q9C774	O24412;Q9C774	26S proteasome non-ATPase regulatory subunit 7 homolog A;26S proteasome non-ATPase regulatory subunit 7 homolog B	RPN8A;RPN8B	NA	NA
Row338	O24456	O24456	Receptor for activated C kinase 1A	RACK1A	5.821037790861318	1.0088842636474345E-4
Row339	O24457;REV__Q08495	O24457	Pyruvate dehydrogenase E1 component subunit alpha-3, chloroplastic	PDH-E1 ALPHA	NA	NA
Row340	O24466;P51153	O24466	Ras-related protein RABE1a	RABE1A	NA	NA
Row341	O24616	O24616	Proteasome subunit alpha type-7-B	PAD2	NA	NA
Row342	O24633;O23714	O24633;O23714	Proteasome subunit beta type-2-B;Proteasome subunit beta type-2-A	PBD2;PBD1	NA	NA
Row343	O24653	O24653	Guanosine nucleotide diphosphate dissociation inhibitor 2	GDI2	NA	NA
Row344	O43143;F4JMJ3;Q8VY00;F4IJV4;Q38953	O43143	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15	DHX15	-0.10501113214385072	0.4266785506208125
Row345	O43148	O43148	mRNA cap guanine-N7 methyltransferase	RNMT	-1.4303028269061997	0.061794316361365814
Row346	O43156	O43156	TELO2-interacting protein 1 homolog	TTI1	-1.4245386725759772	0.24444093905689018
Row347	O43159	O43159	Ribosomal RNA-processing protein 8	RRP8	-0.9315566237434396	0.23694986938042234
Row348	O43169	O43169	Cytochrome b5 type B	CYB5B	-0.6313275156814235	0.027856359649272282
Row349	O43172	O43172	U4/U6 small nuclear ribonucleoprotein Prp4	PRPF4	-0.1217270818734697	0.35586716403855184
Row350	O43175	O43175	D-3-phosphoglycerate dehydrogenase	PHGDH	-1.804915943330851	5.615161001128259E-4
Row351	O43181	O43181	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial	NDUFS4	NA	NA
Row352	O43242	O43242	26S proteasome non-ATPase regulatory subunit 3	PSMD3	-1.1981519955924078	0.005044236531467629
Row353	O43252;O95340	O43252	Bifunctional 3-phosphoadenosine 5-phosphosulfate synthase 1;Sulfate adenylyltransferase;Adenylyl-sulfate kinase	PAPSS1	-0.33623116883928006	0.5854079370309367
Row354	O43264	O43264	Centromere/kinetochore protein zw10 homolog	ZW10	-0.5935712510924169	0.21658687327123724
Row355	O43286	O43286	Beta-1,4-galactosyltransferase 5	B4GALT5	-0.5394161511502915	0.06775925789485764
Row356	O43290	O43290	U4/U6.U5 tri-snRNP-associated protein 1	SART1	-1.0765538801909003	0.0057117622171112825
Row357	O43314;Q6PFW1	O43314;Q6PFW1	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2;Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1	PPIP5K2;PPIP5K1	2.361378823122905	0.005869584026036025
Row358	O43324;C9J1V9	O43324;C9J1V9	Eukaryotic translation elongation factor 1 epsilon-1	EEF1E1;EEF1E1-BLOC1S5	-0.35067436548371944	0.09961557040264206
Row359	O43390	O43390	Heterogeneous nuclear ribonucleoprotein R	HNRNPR	-0.5371662550241894	0.010116592159449852
Row360	O43395	O43395	U4/U6 small nuclear ribonucleoprotein Prp3	PRPF3	0.33083571561958536	0.047790032587317864
Row361	O43396	O43396	Thioredoxin-like protein 1	TXNL1	-0.33401248284756235	0.12318714795146175
Row362	O43399	O43399	Tumor protein D54	TPD52L2	-0.6792685601239228	0.009116396872237085
Row363	O43402	O43402	ER membrane protein complex subunit 8	EMC8	-1.9249876097791905	0.06394509827645717
Row364	O43447;Q9LY75	O43447	Peptidyl-prolyl cis-trans isomerase H	PPIH	-0.7591519159793947	0.03892619233778584
Row365	O43464	O43464	Serine protease HTRA2, mitochondrial	HTRA2	NA	NA
Row366	O43488;Q8NHP1;O95154	O43488;Q8NHP1	Aflatoxin B1 aldehyde reductase member 2;Aflatoxin B1 aldehyde reductase member 4	AKR7A2;AKR7L	-0.9694543312177615	0.06669892097108959
Row367	O43493	O43493	Trans-Golgi network integral membrane protein 2	TGOLN2	NA	NA
Row368	O43504	O43504	Ragulator complex protein LAMTOR5	LAMTOR5	NA	NA
Row369	O43516	O43516	WAS/WASL-interacting protein family member 1	WIPF1	-1.0760776684326778	0.011538633921856016
Row370	O43583	O43583	Density-regulated protein	DENR	-0.8187021722005348	0.014518286180482941
Row371	O43592	O43592	Exportin-T	XPOT	0.15475240462556172	0.6959698303288654
Row372	O43598;REV__F4IYK6	O43598	2-deoxynucleoside 5-phosphate N-hydrolase 1	DNPH1	-1.373386064664647	0.06463120359081598
Row373	O43615	O43615	Mitochondrial import inner membrane translocase subunit TIM44	TIMM44	-1.3245525157650206	0.015598977210217538
Row374	O43617	O43617	Trafficking protein particle complex subunit 3	TRAPPC3	0.004267273545817574	0.9843545701807359
Row375	O43660	O43660	Pleiotropic regulator 1	PLRG1	-0.8005579195812977	0.029254190426636496
Row376	O43663;REV__Q9XIN5;REV__P07476;REV__Q8NE71;Q9FKP4	O43663	Protein regulator of cytokinesis 1	PRC1	-0.3603874191451517	0.04506854822394086
Row377	O43665	O43665	Regulator of G-protein signaling 10	RGS10	NA	NA
Row378	O43670	O43670	BUB3-interacting and GLEBS motif-containing protein ZNF207	ZNF207	-0.659270970939204	0.004247468666944037
Row379	O43674	O43674	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial	NDUFB5	-0.9381092234673112	0.04791598049575798
Row380	O43681	O43681	ATPase ASNA1	ASNA1	-0.9600590623260388	0.008171600990748606
Row381	O43684	O43684	Mitotic checkpoint protein BUB3	BUB3	0.028630367697378034	0.9341406197427358
Row382	O43707;P35609;Q08043	O43707	Alpha-actinin-4	ACTN4	-0.5964067039491106	0.009417843458036373
Row383	O43708	O43708	Maleylacetoacetate isomerase	GSTZ1	NA	NA
Row384	O43709	O43709	Probable 18S rRNA (guanine-N(7))-methyltransferase	WBSCR22	-1.9559042909060125	0.010708898978685067
Row385	O43719	O43719	HIV Tat-specific factor 1	HTATSF1	-1.6052566405746553	0.018045568262582842
Row386	O43739;Q15438;Q99418	O43739;Q15438;Q99418	Cytohesin-3;Cytohesin-1;Cytohesin-2	CYTH3;CYTH1;CYTH2	-0.36619916622715465	0.24675188494965078
Row387	O43747	O43747	AP-1 complex subunit gamma-1	AP1G1	-0.7577913846926592	0.051350342789109944
Row388	O43760	O43760	Synaptogyrin-2	SYNGR2	-1.7518181863434634	0.07631324012431141
Row389	O43765	O43765	Small glutamine-rich tetratricopeptide repeat-containing protein alpha	SGTA	-0.7465183125058523	0.005117863747875783
Row390	O43768	O43768	Alpha-endosulfine	ENSA	-0.8588960364675664	0.0016535675978746427
Row391	O43776	O43776	Asparagine--tRNA ligase, cytoplasmic	NARS	-0.8820989599807909	0.0021831251702204395
Row392	O43805	O43805	Sjoegren syndrome nuclear autoantigen 1	SSNA1	NA	NA
Row393	O43809	O43809	Cleavage and polyadenylation specificity factor subunit 5	NUDT21	-0.9186455852361561	0.01539413212373779
Row394	O43813	O43813	LanC-like protein 1	LANCL1	-1.499081179827705	0.015198596308338594
Row395	O43818	O43818	U3 small nucleolar RNA-interacting protein 2	RRP9	-1.1123227041890225	0.044230825265571615
Row396	O43819	O43819	Protein SCO2 homolog, mitochondrial	SCO2	0.2754280354764127	0.5558625599667235
Row397	O43823	O43823	A-kinase anchor protein 8	AKAP8	-1.58536878742526	0.006972205197537974
Row398	O43837	O43837	Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial	IDH3B	-0.6062571177512766	0.10969464564252805
Row399	O43847	O43847	Nardilysin	NRD1	-1.3670453605577642	0.004750322129880878
Row400	O43852	O43852	Calumenin	CALU	-0.808399721025566	0.018096990761157002
Row401	O43865;Q96HN2	O43865;Q96HN2	Putative adenosylhomocysteinase 2;Putative adenosylhomocysteinase 3	AHCYL1;AHCYL2	-0.8722930904917305	0.30197664776307537
Row402	O43913	O43913	Origin recognition complex subunit 5	ORC5	NA	NA
Row403	O43920	O43920	NADH dehydrogenase [ubiquinone] iron-sulfur protein 5	NDUFS5	0.2047254967096741	0.361126952783916
Row404	O43924	O43924	Retinal rod rhodopsin-sensitive cGMP 3,5-cyclic phosphodiesterase subunit delta	PDE6D	NA	NA
Row405	O43929	O43929	Origin recognition complex subunit 4	ORC4	0.15406414215130226	0.8550271358249238
Row406	O48528	O48528	Outer envelope pore protein 16-3, chloroplastic/mitochondrial	OEP163	NA	NA
Row407	O48529	O48529	Rhodanese-like domain-containing protein 9, chloroplastic	STR9	NA	NA
Row408	O48549;A8MS03	O48549;A8MS03	40S ribosomal protein S6-1	RPS6A;RPS6	NA	NA
Row409	O48646	O48646	Probable phospholipid hydroperoxide glutathione peroxidase 6, mitochondrial	GPX6	NA	NA
Row410	O48737	O48737	Thioredoxin M1, chloroplastic	NA	NA	NA
Row411	O48741	O48741	Protochlorophyllide reductase C, chloroplastic	PORC	NA	NA
Row412	O48773	O48773	Protein disulfide-isomerase 2-3	PDIL2-3	NA	NA
Row413	O48844	O48844	26S proteasome non-ATPase regulatory subunit 1 homolog A	RPN2A	NA	NA
Row414	O49006;Q42534	O49006	Pectinesterase/pectinesterase inhibitor 3;Pectinesterase inhibitor 3;Pectinesterase 3	PME3	2.350663690495171	1.2937758547254012E-4
Row415	O49195	O49195	Vegetative storage protein 1	VSP1	3.290749274840781	1.7611807246842483E-5
Row416	O49203	O49203	Nucleoside diphosphate kinase III, chloroplastic/mitochondrial	NDPK3	3.511727141863183	0.004415450365312899
Row417	O49292	O49292	PsbP domain-containing protein 4, chloroplastic	PPD4	NA	NA
Row418	O49299	O49299	Probable phosphoglucomutase, cytoplasmic 1	NA	4.571566115062726	6.459208012202275E-5
Row419	O49313	O49313	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13-B	NA	NA	NA
Row420	O49344	O49344	Putative oxygen-evolving enhancer protein 2-2	PSBP2	NA	NA
Row421	O49453	O49453	Uncharacterized protein At4g28440	NA	NA	NA
Row422	O49482	O49482	Cinnamyl alcohol dehydrogenase 5	CAD5	0.4682232849566681	0.18930829840411142
Row423	O49485;Q9LT69	O49485	D-3-phosphoglycerate dehydrogenase 1, chloroplastic	PGDH1	2.341073320879527	1.3138213230184747E-4
Row424	O49499	O49499	Caffeoyl-CoA O-methyltransferase 1	CCOAOMT1	NA	NA
Row425	O49513	O49513	Ras-related protein RABA1e	RABA1E	0.7573479072880396	0.0034491022095560165
Row426	O49562	O49562	Pyruvate, phosphate dikinase regulatory protein 1, chloroplastic	RP1	NA	NA
Row427	O49613	O49613	NA	M4E13.120	NA	NA
Row428	O49629	O49629	Probable plastid-lipid-associated protein 2, chloroplastic	PAP2	5.666046408541025	6.045144293023792E-4
Row429	O49675	O49675	Probable carotenoid cleavage dioxygenase 4, chloroplastic	CCD4	NA	NA
Row430	O50008;Q0WNZ5;REV__O95263;Q8WXG1;O22824	O50008	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase 1	MS1	3.6736526153821494	2.7500239650064754E-5
Row431	O50039	O50039	Ornithine carbamoyltransferase, chloroplastic	OTC	NA	NA
Row432	Q3EDH2;O50061	Q3EDH2;O50061	50S ribosomal protein L4, chloroplastic	RPL4	4.039229634195721	0.0013100419052503656
Row433	O60216;Q9H4I0	O60216	Double-strand-break repair protein rad21 homolog	RAD21	-0.8604240676255515	0.020566454072943278
Row434	O60220	O60220	Mitochondrial import inner membrane translocase subunit Tim8 A	TIMM8A	NA	NA
Row435	O60231	O60231	Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16	DHX16	-0.9382697169978655	0.02380986080491015
Row436	O60232	O60232	Sjoegren syndrome/scleroderma autoantigen 1	SSSCA1	-1.331213127912136	0.014909659253776216
Row437	O60234	O60234	Glia maturation factor gamma	GMFG	-0.563823214453997	0.010490390107597149
Row438	O60256	O60256	Phosphoribosyl pyrophosphate synthase-associated protein 2	PRPSAP2	-1.1975167061576641	0.08119686546297031
Row439	O60264;F4JY24;Q8RWY3	O60264	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5	SMARCA5	-0.3969579626826345	0.02238155217068887
Row440	O60271;Q9UPT6	O60271	C-Jun-amino-terminal kinase-interacting protein 4	SPAG9	-1.1652536136130678	0.16171556745424726
Row441	O60287	O60287	Nucleolar pre-ribosomal-associated protein 1	URB1	-2.194329713471028	0.016679640890230735
Row442	O60306;REV__Q8L466;REV__Q9LPG2;REV__Q9BWW8;REV__Q5JR59;Q8L5Y4;REV__F4JV60;F4I443	O60306	Intron-binding protein aquarius	AQR	-0.45589947529575525	0.39272717865079404
Row443	O60313	O60313	Dynamin-like 120 kDa protein, mitochondrial;Dynamin-like 120 kDa protein, form S1	OPA1	-1.796802880358051	0.027839650536452893
Row444	O60318	O60318	Germinal-center associated nuclear protein	MCM3AP	NA	NA
Row445	O60341	O60341	Lysine-specific histone demethylase 1A	KDM1A	-3.7578832860079068	0.012349423868479993
Row446	O60343	O60343	TBC1 domain family member 4	TBC1D4	-0.9536542496564735	0.21172753178471382
Row447	O60443	O60443	Non-syndromic hearing impairment protein 5	DFNA5	-0.6109252313773688	0.04019185518059087
Row448	O60449;REV__Q9NZI7	O60449	Lymphocyte antigen 75	LY75	-1.3547723914232996	0.30961563116122975
Row449	O60488	O60488	Long-chain-fatty-acid--CoA ligase 4	ACSL4	-0.8770701347415901	0.00591323478108498
Row450	O60499	O60499	Syntaxin-10	STX10	NA	NA
Row451	O60502	O60502	Protein O-GlcNAcase	MGEA5	-1.6707832327358645	0.012707554637854737
Row452	O60506	O60506	Heterogeneous nuclear ribonucleoprotein Q	SYNCRIP	-0.4862788935239273	0.011156345363862607
Row453	O60547	O60547	GDP-mannose 4,6 dehydratase	GMDS	-1.2865501886813178	0.22003902213640741
Row454	O60563	O60563	Cyclin-T1	CCNT1	NA	NA
Row455	O60566	O60566	Mitotic checkpoint serine/threonine-protein kinase BUB1 beta	BUB1B	NA	NA
Row456	O60568	O60568	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3	PLOD3	NA	NA
